"time","poolid","voltage","current","power","mqtttopic","raw"
2025-08-20 17:16:35.000 +0200,Pool H32,232.0,2.374,429.0,home/H32/pool/solarpump/tasmota/tele/SENSOR,"""{\""Time\"":\""2025-08-20T17:16:35\"",\""Epoch\"":1755702995,\""ENERGY\"":{\""TotalStartTime\"":\""2025-08-05T13:51:51\"",\""Total\"":42.193,\""Yesterday\"":3.494,\""Today\"":3.157,\""Period\"":36,\""Power\"":429,\""ApparentPower\"":550,\""ReactivePower\"":344,\""Factor\"":0.78,\""Voltage\"":232,\""Current\"":2.374}}"""
2025-08-20 17:11:35.000 +0200,Pool H32,232.0,2.353,427.0,home/H32/pool/solarpump/tasmota/tele/SENSOR,"""{\""Time\"":\""2025-08-20T17:11:35\"",\""Epoch\"":1755702695,\""ENERGY\"":{\""TotalStartTime\"":\""2025-08-05T13:51:51\"",\""Total\"":42.157,\""Yesterday\"":3.494,\""Today\"":3.122,\""Period\"":36,\""Power\"":427,\""ApparentPower\"":546,\""ReactivePower\"":341,\""Factor\"":0.78,\""Voltage\"":232,\""Current\"":2.353}}"""
2025-08-20 17:06:35.000 +0200,Pool H32,232.0,2.367,428.0,home/H32/pool/solarpump/tasmota/tele/SENSOR,"""{\""Time\"":\""2025-08-20T17:06:35\"",\""Epoch\"":1755702395,\""ENERGY\"":{\""TotalStartTime\"":\""2025-08-05T13:51:51\"",\""Total\"":42.122,\""Yesterday\"":3.494,\""Today\"":3.086,\""Period\"":36,\""Power\"":428,\""ApparentPower\"":550,\""ReactivePower\"":345,\""Factor\"":0.78,\""Voltage\"":232,\""Current\"":2.367}}"""
2025-08-20 17:01:35.000 +0200,Pool H32,234.0,2.399,434.0,home/H32/pool/solarpump/tasmota/tele/SENSOR,"""{\""Time\"":\""2025-08-20T17:01:35\"",\""Epoch\"":1755702095,\""ENERGY\"":{\""TotalStartTime\"":\""2025-08-05T13:51:51\"",\""Total\"":42.085,\""Yesterday\"":3.494,\""Today\"":3.050,\""Period\"":36,\""Power\"":434,\""ApparentPower\"":561,\""ReactivePower\"":356,\""Factor\"":0.77,\""Voltage\"":234,\""Current\"":2.399}}"""
2025-08-20 16:56:35.000 +0200,Pool H32,234.0,2.408,434.0,home/H32/pool/solarpump/tasmota/tele/SENSOR,"""{\""Time\"":\""2025-08-20T16:56:35\"",\""Epoch\"":1755701795,\""ENERGY\"":{\""TotalStartTime\"":\""2025-08-05T13:51:51\"",\""Total\"":42.049,\""Yesterday\"":3.494,\""Today\"":3.014,\""Period\"":36,\""Power\"":434,\""ApparentPower\"":564,\""ReactivePower\"":361,\""Factor\"":0.77,\""Voltage\"":234,\""Current\"":2.408}}"""
2025-08-20 16:51:35.000 +0200,Pool H32,234.0,2.399,433.0,home/H32/pool/solarpump/tasmota/tele/SENSOR,"""{\""Time\"":\""2025-08-20T16:51:35\"",\""Epoch\"":1755701495,\""ENERGY\"":{\""TotalStartTime\"":\""2025-08-05T13:51:51\"",\""Total\"":42.013,\""Yesterday\"":3.494,\""Today\"":2.978,\""Period\"":36,\""Power\"":433,\""ApparentPower\"":561,\""ReactivePower\"":358,\""Factor\"":0.77,\""Voltage\"":234,\""Current\"":2.399}}"""
2025-08-20 16:46:35.000 +0200,Pool H32,234.0,2.41,434.0,home/H32/pool/solarpump/tasmota/tele/SENSOR,"""{\""Time\"":\""2025-08-20T16:46:35\"",\""Epoch\"":1755701195,\""ENERGY\"":{\""TotalStartTime\"":\""2025-08-05T13:51:51\"",\""Total\"":41.977,\""Yesterday\"":3.494,\""Today\"":2.942,\""Period\"":36,\""Power\"":434,\""ApparentPower\"":565,\""ReactivePower\"":361,\""Factor\"":0.77,\""Voltage\"":234,\""Current\"":2.410}}"""
2025-08-20 16:41:35.000 +0200,Pool H32,231.0,2.347,426.0,home/H32/pool/solarpump/tasmota/tele/SENSOR,"""{\""Time\"":\""2025-08-20T16:41:35\"",\""Epoch\"":1755700895,\""ENERGY\"":{\""TotalStartTime\"":\""2025-08-05T13:51:51\"",\""Total\"":41.941,\""Yesterday\"":3.494,\""Today\"":2.906,\""Period\"":36,\""Power\"":426,\""ApparentPower\"":543,\""ReactivePower\"":337,\""Factor\"":0.78,\""Voltage\"":231,\""Current\"":2.347}}"""
2025-08-20 16:36:35.000 +0200,Pool H32,232.0,2.4,433.0,home/H32/pool/solarpump/tasmota/tele/SENSOR,"""{\""Time\"":\""2025-08-20T16:36:35\"",\""Epoch\"":1755700595,\""ENERGY\"":{\""TotalStartTime\"":\""2025-08-05T13:51:51\"",\""Total\"":41.905,\""Yesterday\"":3.494,\""Today\"":2.870,\""Period\"":36,\""Power\"":433,\""ApparentPower\"":557,\""ReactivePower\"":351,\""Factor\"":0.78,\""Voltage\"":232,\""Current\"":2.400}}"""
2025-08-20 16:31:35.000 +0200,Pool H32,233.0,2.377,430.0,home/H32/pool/solarpump/tasmota/tele/SENSOR,"""{\""Time\"":\""2025-08-20T16:31:35\"",\""Epoch\"":1755700295,\""ENERGY\"":{\""TotalStartTime\"":\""2025-08-05T13:51:51\"",\""Total\"":41.869,\""Yesterday\"":3.494,\""Today\"":2.834,\""Period\"":36,\""Power\"":430,\""ApparentPower\"":554,\""ReactivePower\"":350,\""Factor\"":0.78,\""Voltage\"":233,\""Current\"":2.377}}"""
2025-08-20 16:26:35.000 +0200,Pool H32,232.0,2.371,429.0,home/H32/pool/solarpump/tasmota/tele/SENSOR,"""{\""Time\"":\""2025-08-20T16:26:35\"",\""Epoch\"":1755699995,\""ENERGY\"":{\""TotalStartTime\"":\""2025-08-05T13:51:51\"",\""Total\"":41.833,\""Yesterday\"":3.494,\""Today\"":2.798,\""Period\"":36,\""Power\"":429,\""ApparentPower\"":551,\""ReactivePower\"":345,\""Factor\"":0.78,\""Voltage\"":232,\""Current\"":2.371}}"""
2025-08-20 16:21:35.000 +0200,Pool H32,233.0,2.411,434.0,home/H32/pool/solarpump/tasmota/tele/SENSOR,"""{\""Time\"":\""2025-08-20T16:21:35\"",\""Epoch\"":1755699695,\""ENERGY\"":{\""TotalStartTime\"":\""2025-08-05T13:51:51\"",\""Total\"":41.798,\""Yesterday\"":3.494,\""Today\"":2.762,\""Period\"":36,\""Power\"":434,\""ApparentPower\"":562,\""ReactivePower\"":357,\""Factor\"":0.77,\""Voltage\"":233,\""Current\"":2.411}}"""
2025-08-20 16:16:35.000 +0200,Pool H32,231.0,2.345,426.0,home/H32/pool/solarpump/tasmota/tele/SENSOR,"""{\""Time\"":\""2025-08-20T16:16:35\"",\""Epoch\"":1755699395,\""ENERGY\"":{\""TotalStartTime\"":\""2025-08-05T13:51:51\"",\""Total\"":41.762,\""Yesterday\"":3.494,\""Today\"":2.726,\""Period\"":36,\""Power\"":426,\""ApparentPower\"":542,\""ReactivePower\"":335,\""Factor\"":0.79,\""Voltage\"":231,\""Current\"":2.345}}"""
2025-08-20 16:11:35.000 +0200,Pool H32,233.0,2.378,430.0,home/H32/pool/solarpump/tasmota/tele/SENSOR,"""{\""Time\"":\""2025-08-20T16:11:35\"",\""Epoch\"":1755699095,\""ENERGY\"":{\""TotalStartTime\"":\""2025-08-05T13:51:51\"",\""Total\"":41.726,\""Yesterday\"":3.494,\""Today\"":2.690,\""Period\"":36,\""Power\"":430,\""ApparentPower\"":554,\""ReactivePower\"":350,\""Factor\"":0.78,\""Voltage\"":233,\""Current\"":2.378}}"""
2025-08-20 16:06:35.000 +0200,Pool H32,234.0,2.374,430.0,home/H32/pool/solarpump/tasmota/tele/SENSOR,"""{\""Time\"":\""2025-08-20T16:06:35\"",\""Epoch\"":1755698795,\""ENERGY\"":{\""TotalStartTime\"":\""2025-08-05T13:51:51\"",\""Total\"":41.690,\""Yesterday\"":3.494,\""Today\"":2.654,\""Period\"":36,\""Power\"":430,\""ApparentPower\"":554,\""ReactivePower\"":350,\""Factor\"":0.77,\""Voltage\"":234,\""Current\"":2.374}}"""
2025-08-20 16:01:35.000 +0200,Pool H32,234.0,2.402,434.0,home/H32/pool/solarpump/tasmota/tele/SENSOR,"""{\""Time\"":\""2025-08-20T16:01:35\"",\""Epoch\"":1755698495,\""ENERGY\"":{\""TotalStartTime\"":\""2025-08-05T13:51:51\"",\""Total\"":41.654,\""Yesterday\"":3.494,\""Today\"":2.618,\""Period\"":36,\""Power\"":434,\""ApparentPower\"":563,\""ReactivePower\"":359,\""Factor\"":0.77,\""Voltage\"":234,\""Current\"":2.402}}"""
2025-08-20 15:56:35.000 +0200,Pool H32,234.0,2.402,433.0,home/H32/pool/solarpump/tasmota/tele/SENSOR,"""{\""Time\"":\""2025-08-20T15:56:35\"",\""Epoch\"":1755698195,\""ENERGY\"":{\""TotalStartTime\"":\""2025-08-05T13:51:51\"",\""Total\"":41.617,\""Yesterday\"":3.494,\""Today\"":2.582,\""Period\"":37,\""Power\"":433,\""ApparentPower\"":562,\""ReactivePower\"":359,\""Factor\"":0.77,\""Voltage\"":234,\""Current\"":2.402}}"""
2025-08-20 15:51:35.000 +0200,Pool H32,236.0,2.478,442.0,home/H32/pool/solarpump/tasmota/tele/SENSOR,"""{\""Time\"":\""2025-08-20T15:51:35\"",\""Epoch\"":1755697895,\""ENERGY\"":{\""TotalStartTime\"":\""2025-08-05T13:51:51\"",\""Total\"":41.581,\""Yesterday\"":3.494,\""Today\"":2.545,\""Period\"":37,\""Power\"":442,\""ApparentPower\"":585,\""ReactivePower\"":384,\""Factor\"":0.76,\""Voltage\"":236,\""Current\"":2.478}}"""
2025-08-20 15:46:35.000 +0200,Pool H32,237.0,2.471,443.0,home/H32/pool/solarpump/tasmota/tele/SENSOR,"""{\""Time\"":\""2025-08-20T15:46:35\"",\""Epoch\"":1755697595,\""ENERGY\"":{\""TotalStartTime\"":\""2025-08-05T13:51:51\"",\""Total\"":41.544,\""Yesterday\"":3.494,\""Today\"":2.508,\""Period\"":37,\""Power\"":443,\""ApparentPower\"":586,\""ReactivePower\"":384,\""Factor\"":0.76,\""Voltage\"":237,\""Current\"":2.471}}"""
2025-08-20 15:41:35.000 +0200,Pool H32,236.0,2.439,437.0,home/H32/pool/solarpump/tasmota/tele/SENSOR,"""{\""Time\"":\""2025-08-20T15:41:35\"",\""Epoch\"":1755697295,\""ENERGY\"":{\""TotalStartTime\"":\""2025-08-05T13:51:51\"",\""Total\"":41.507,\""Yesterday\"":3.494,\""Today\"":2.472,\""Period\"":36,\""Power\"":437,\""ApparentPower\"":575,\""ReactivePower\"":373,\""Factor\"":0.76,\""Voltage\"":236,\""Current\"":2.439}}"""
2025-08-20 15:36:35.000 +0200,Pool H32,235.0,2.437,437.0,home/H32/pool/solarpump/tasmota/tele/SENSOR,"""{\""Time\"":\""2025-08-20T15:36:35\"",\""Epoch\"":1755696995,\""ENERGY\"":{\""TotalStartTime\"":\""2025-08-05T13:51:51\"",\""Total\"":41.471,\""Yesterday\"":3.494,\""Today\"":2.436,\""Period\"":36,\""Power\"":437,\""ApparentPower\"":573,\""ReactivePower\"":372,\""Factor\"":0.76,\""Voltage\"":235,\""Current\"":2.437}}"""
2025-08-20 15:31:35.000 +0200,Pool H32,235.0,2.407,437.0,home/H32/pool/solarpump/tasmota/tele/SENSOR,"""{\""Time\"":\""2025-08-20T15:31:35\"",\""Epoch\"":1755696695,\""ENERGY\"":{\""TotalStartTime\"":\""2025-08-05T13:51:51\"",\""Total\"":41.435,\""Yesterday\"":3.494,\""Today\"":2.399,\""Period\"":36,\""Power\"":437,\""ApparentPower\"":566,\""ReactivePower\"":361,\""Factor\"":0.77,\""Voltage\"":235,\""Current\"":2.407}}"""
2025-08-20 15:26:35.000 +0200,Pool H32,236.0,2.431,437.0,home/H32/pool/solarpump/tasmota/tele/SENSOR,"""{\""Time\"":\""2025-08-20T15:26:35\"",\""Epoch\"":1755696395,\""ENERGY\"":{\""TotalStartTime\"":\""2025-08-05T13:51:51\"",\""Total\"":41.398,\""Yesterday\"":3.494,\""Today\"":2.363,\""Period\"":37,\""Power\"":437,\""ApparentPower\"":573,\""ReactivePower\"":371,\""Factor\"":0.76,\""Voltage\"":236,\""Current\"":2.431}}"""
2025-08-20 15:21:35.000 +0200,Pool H32,237.0,2.459,440.0,home/H32/pool/solarpump/tasmota/tele/SENSOR,"""{\""Time\"":\""2025-08-20T15:21:35\"",\""Epoch\"":1755696095,\""ENERGY\"":{\""TotalStartTime\"":\""2025-08-05T13:51:51\"",\""Total\"":41.362,\""Yesterday\"":3.494,\""Today\"":2.326,\""Period\"":37,\""Power\"":440,\""ApparentPower\"":582,\""ReactivePower\"":381,\""Factor\"":0.76,\""Voltage\"":237,\""Current\"":2.459}}"""
2025-08-20 15:16:35.000 +0200,Pool H32,237.0,2.46,439.0,home/H32/pool/solarpump/tasmota/tele/SENSOR,"""{\""Time\"":\""2025-08-20T15:16:35\"",\""Epoch\"":1755695795,\""ENERGY\"":{\""TotalStartTime\"":\""2025-08-05T13:51:51\"",\""Total\"":41.325,\""Yesterday\"":3.494,\""Today\"":2.290,\""Period\"":37,\""Power\"":439,\""ApparentPower\"":582,\""ReactivePower\"":382,\""Factor\"":0.75,\""Voltage\"":237,\""Current\"":2.460}}"""
2025-08-20 15:11:35.000 +0200,Pool H32,237.0,2.455,440.0,home/H32/pool/solarpump/tasmota/tele/SENSOR,"""{\""Time\"":\""2025-08-20T15:11:35\"",\""Epoch\"":1755695495,\""ENERGY\"":{\""TotalStartTime\"":\""2025-08-05T13:51:51\"",\""Total\"":41.289,\""Yesterday\"":3.494,\""Today\"":2.253,\""Period\"":37,\""Power\"":440,\""ApparentPower\"":582,\""ReactivePower\"":381,\""Factor\"":0.76,\""Voltage\"":237,\""Current\"":2.455}}"""
2025-08-20 15:06:35.000 +0200,Pool H32,238.0,2.467,442.0,home/H32/pool/solarpump/tasmota/tele/SENSOR,"""{\""Time\"":\""2025-08-20T15:06:35\"",\""Epoch\"":1755695195,\""ENERGY\"":{\""TotalStartTime\"":\""2025-08-05T13:51:51\"",\""Total\"":41.252,\""Yesterday\"":3.494,\""Today\"":2.217,\""Period\"":37,\""Power\"":442,\""ApparentPower\"":586,\""ReactivePower\"":385,\""Factor\"":0.75,\""Voltage\"":238,\""Current\"":2.467}}"""
2025-08-20 15:01:35.000 +0200,Pool H32,240.0,2.529,449.0,home/H32/pool/solarpump/tasmota/tele/SENSOR,"""{\""Time\"":\""2025-08-20T15:01:35\"",\""Epoch\"":1755694895,\""ENERGY\"":{\""TotalStartTime\"":\""2025-08-05T13:51:51\"",\""Total\"":41.215,\""Yesterday\"":3.494,\""Today\"":2.180,\""Period\"":37,\""Power\"":449,\""ApparentPower\"":606,\""ReactivePower\"":406,\""Factor\"":0.74,\""Voltage\"":240,\""Current\"":2.529}}"""
2025-08-20 14:56:35.000 +0200,Pool H32,236.0,2.443,438.0,home/H32/pool/solarpump/tasmota/tele/SENSOR,"""{\""Time\"":\""2025-08-20T14:56:35\"",\""Epoch\"":1755694595,\""ENERGY\"":{\""TotalStartTime\"":\""2025-08-05T13:51:51\"",\""Total\"":41.178,\""Yesterday\"":3.494,\""Today\"":2.143,\""Period\"":37,\""Power\"":438,\""ApparentPower\"":577,\""ReactivePower\"":376,\""Factor\"":0.76,\""Voltage\"":236,\""Current\"":2.443}}"""
2025-08-20 14:51:35.000 +0200,Pool H32,236.0,2.442,438.0,home/H32/pool/solarpump/tasmota/tele/SENSOR,"""{\""Time\"":\""2025-08-20T14:51:35\"",\""Epoch\"":1755694295,\""ENERGY\"":{\""TotalStartTime\"":\""2025-08-05T13:51:51\"",\""Total\"":41.141,\""Yesterday\"":3.494,\""Today\"":2.106,\""Period\"":37,\""Power\"":438,\""ApparentPower\"":577,\""ReactivePower\"":376,\""Factor\"":0.76,\""Voltage\"":236,\""Current\"":2.442}}"""
2025-08-20 14:46:35.000 +0200,Pool H32,238.0,2.467,442.0,home/H32/pool/solarpump/tasmota/tele/SENSOR,"""{\""Time\"":\""2025-08-20T14:46:35\"",\""Epoch\"":1755693995,\""ENERGY\"":{\""TotalStartTime\"":\""2025-08-05T13:51:51\"",\""Total\"":41.105,\""Yesterday\"":3.494,\""Today\"":2.069,\""Period\"":38,\""Power\"":442,\""ApparentPower\"":587,\""ReactivePower\"":387,\""Factor\"":0.75,\""Voltage\"":238,\""Current\"":2.467}}"""
2025-08-20 14:41:35.000 +0200,Pool H32,242.0,2.584,456.0,home/H32/pool/solarpump/tasmota/tele/SENSOR,"""{\""Time\"":\""2025-08-20T14:41:35\"",\""Epoch\"":1755693695,\""ENERGY\"":{\""TotalStartTime\"":\""2025-08-05T13:51:51\"",\""Total\"":41.067,\""Yesterday\"":3.494,\""Today\"":2.032,\""Period\"":38,\""Power\"":456,\""ApparentPower\"":626,\""ReactivePower\"":429,\""Factor\"":0.73,\""Voltage\"":242,\""Current\"":2.584}}"""
2025-08-20 14:36:35.000 +0200,Pool H32,241.0,2.587,454.0,home/H32/pool/solarpump/tasmota/tele/SENSOR,"""{\""Time\"":\""2025-08-20T14:36:35\"",\""Epoch\"":1755693395,\""ENERGY\"":{\""TotalStartTime\"":\""2025-08-05T13:51:51\"",\""Total\"":41.029,\""Yesterday\"":3.494,\""Today\"":1.994,\""Period\"":38,\""Power\"":454,\""ApparentPower\"":624,\""ReactivePower\"":428,\""Factor\"":0.73,\""Voltage\"":241,\""Current\"":2.587}}"""
2025-08-20 14:31:35.000 +0200,Pool H32,240.0,2.543,452.0,home/H32/pool/solarpump/tasmota/tele/SENSOR,"""{\""Time\"":\""2025-08-20T14:31:35\"",\""Epoch\"":1755693095,\""ENERGY\"":{\""TotalStartTime\"":\""2025-08-05T13:51:51\"",\""Total\"":40.992,\""Yesterday\"":3.494,\""Today\"":1.956,\""Period\"":38,\""Power\"":452,\""ApparentPower\"":611,\""ReactivePower\"":412,\""Factor\"":0.74,\""Voltage\"":240,\""Current\"":2.543}}"""
2025-08-20 14:26:35.000 +0200,Pool H32,242.0,2.604,459.0,home/H32/pool/solarpump/tasmota/tele/SENSOR,"""{\""Time\"":\""2025-08-20T14:26:35\"",\""Epoch\"":1755692795,\""ENERGY\"":{\""TotalStartTime\"":\""2025-08-05T13:51:51\"",\""Total\"":40.954,\""Yesterday\"":3.494,\""Today\"":1.918,\""Period\"":38,\""Power\"":459,\""ApparentPower\"":630,\""ReactivePower\"":431,\""Factor\"":0.73,\""Voltage\"":242,\""Current\"":2.604}}"""
2025-08-20 14:21:35.000 +0200,Pool H32,241.0,2.567,454.0,home/H32/pool/solarpump/tasmota/tele/SENSOR,"""{\""Time\"":\""2025-08-20T14:21:35\"",\""Epoch\"":1755692495,\""ENERGY\"":{\""TotalStartTime\"":\""2025-08-05T13:51:51\"",\""Total\"":40.916,\""Yesterday\"":3.494,\""Today\"":1.881,\""Period\"":38,\""Power\"":454,\""ApparentPower\"":618,\""ReactivePower\"":420,\""Factor\"":0.73,\""Voltage\"":241,\""Current\"":2.567}}"""
2025-08-20 14:16:35.000 +0200,Pool H32,239.0,2.505,447.0,home/H32/pool/solarpump/tasmota/tele/SENSOR,"""{\""Time\"":\""2025-08-20T14:16:35\"",\""Epoch\"":1755692195,\""ENERGY\"":{\""TotalStartTime\"":\""2025-08-05T13:51:51\"",\""Total\"":40.879,\""Yesterday\"":3.494,\""Today\"":1.843,\""Period\"":38,\""Power\"":447,\""ApparentPower\"":598,\""ReactivePower\"":399,\""Factor\"":0.75,\""Voltage\"":239,\""Current\"":2.505}}"""
2025-08-20 14:11:35.000 +0200,Pool H32,241.0,2.558,453.0,home/H32/pool/solarpump/tasmota/tele/SENSOR,"""{\""Time\"":\""2025-08-20T14:11:35\"",\""Epoch\"":1755691895,\""ENERGY\"":{\""TotalStartTime\"":\""2025-08-05T13:51:51\"",\""Total\"":40.841,\""Yesterday\"":3.494,\""Today\"":1.806,\""Period\"":38,\""Power\"":453,\""ApparentPower\"":617,\""ReactivePower\"":419,\""Factor\"":0.73,\""Voltage\"":241,\""Current\"":2.558}}"""
2025-08-20 14:06:35.000 +0200,Pool H32,242.0,2.586,456.0,home/H32/pool/solarpump/tasmota/tele/SENSOR,"""{\""Time\"":\""2025-08-20T14:06:35\"",\""Epoch\"":1755691595,\""ENERGY\"":{\""TotalStartTime\"":\""2025-08-05T13:51:51\"",\""Total\"":40.803,\""Yesterday\"":3.494,\""Today\"":1.768,\""Period\"":38,\""Power\"":456,\""ApparentPower\"":625,\""ReactivePower\"":428,\""Factor\"":0.73,\""Voltage\"":242,\""Current\"":2.586}}"""
2025-08-20 14:01:35.000 +0200,Pool H32,243.0,2.62,460.0,home/H32/pool/solarpump/tasmota/tele/SENSOR,"""{\""Time\"":\""2025-08-20T14:01:35\"",\""Epoch\"":1755691295,\""ENERGY\"":{\""TotalStartTime\"":\""2025-08-05T13:51:51\"",\""Total\"":40.765,\""Yesterday\"":3.494,\""Today\"":1.730,\""Period\"":38,\""Power\"":460,\""ApparentPower\"":637,\""ReactivePower\"":441,\""Factor\"":0.72,\""Voltage\"":243,\""Current\"":2.620}}"""
2025-08-20 13:56:35.000 +0200,Pool H32,240.0,2.539,451.0,home/H32/pool/solarpump/tasmota/tele/SENSOR,"""{\""Time\"":\""2025-08-20T13:56:35\"",\""Epoch\"":1755690995,\""ENERGY\"":{\""TotalStartTime\"":\""2025-08-05T13:51:51\"",\""Total\"":40.727,\""Yesterday\"":3.494,\""Today\"":1.692,\""Period\"":38,\""Power\"":451,\""ApparentPower\"":610,\""ReactivePower\"":412,\""Factor\"":0.74,\""Voltage\"":240,\""Current\"":2.539}}"""
2025-08-20 13:51:35.000 +0200,Pool H32,240.0,2.54,451.0,home/H32/pool/solarpump/tasmota/tele/SENSOR,"""{\""Time\"":\""2025-08-20T13:51:35\"",\""Epoch\"":1755690695,\""ENERGY\"":{\""TotalStartTime\"":\""2025-08-05T13:51:51\"",\""Total\"":40.690,\""Yesterday\"":3.494,\""Today\"":1.654,\""Period\"":38,\""Power\"":451,\""ApparentPower\"":609,\""ReactivePower\"":410,\""Factor\"":0.74,\""Voltage\"":240,\""Current\"":2.540}}"""
2025-08-20 13:46:35.000 +0200,Pool H32,240.0,2.52,449.0,home/H32/pool/solarpump/tasmota/tele/SENSOR,"""{\""Time\"":\""2025-08-20T13:46:35\"",\""Epoch\"":1755690395,\""ENERGY\"":{\""TotalStartTime\"":\""2025-08-05T13:51:51\"",\""Total\"":40.652,\""Yesterday\"":3.494,\""Today\"":1.616,\""Period\"":38,\""Power\"":449,\""ApparentPower\"":604,\""ReactivePower\"":403,\""Factor\"":0.74,\""Voltage\"":240,\""Current\"":2.520}}"""
2025-08-20 13:41:35.000 +0200,Pool H32,239.0,2.553,447.0,home/H32/pool/solarpump/tasmota/tele/SENSOR,"""{\""Time\"":\""2025-08-20T13:41:35\"",\""Epoch\"":1755690095,\""ENERGY\"":{\""TotalStartTime\"":\""2025-08-05T13:51:51\"",\""Total\"":40.614,\""Yesterday\"":3.494,\""Today\"":1.578,\""Period\"":38,\""Power\"":447,\""ApparentPower\"":609,\""ReactivePower\"":414,\""Factor\"":0.73,\""Voltage\"":239,\""Current\"":2.553}}"""
2025-08-20 13:36:35.000 +0200,Pool H32,240.0,2.524,448.0,home/H32/pool/solarpump/tasmota/tele/SENSOR,"""{\""Time\"":\""2025-08-20T13:36:35\"",\""Epoch\"":1755689795,\""ENERGY\"":{\""TotalStartTime\"":\""2025-08-05T13:51:51\"",\""Total\"":40.576,\""Yesterday\"":3.494,\""Today\"":1.541,\""Period\"":37,\""Power\"":448,\""ApparentPower\"":604,\""ReactivePower\"":406,\""Factor\"":0.74,\""Voltage\"":240,\""Current\"":2.524}}"""
2025-08-20 13:31:35.000 +0200,Pool H32,239.0,2.515,446.0,home/H32/pool/solarpump/tasmota/tele/SENSOR,"""{\""Time\"":\""2025-08-20T13:31:35\"",\""Epoch\"":1755689495,\""ENERGY\"":{\""TotalStartTime\"":\""2025-08-05T13:51:51\"",\""Total\"":40.539,\""Yesterday\"":3.494,\""Today\"":1.504,\""Period\"":37,\""Power\"":446,\""ApparentPower\"":601,\""ReactivePower\"":402,\""Factor\"":0.74,\""Voltage\"":239,\""Current\"":2.515}}"""
